index,cbo,cargo,idPost
642,214115,Arquiteto Restaurador,15443
644,415105,Arquivador,20359
645,261305,Arquivista,7128
646,415105,Arquivista de Documentos,8132
647,261105,Arquivista Pesquisador (Jornalismo),7106
648,623015,Arraçoador (pecuária Polivalente),22615
649,631305,Arraçoador de Camarões,22859
650,631325,Arraçoador de Peixe,22879
651,622020,Arrancador - na Cultura,22187
653,782810,Arreador,26567
654,848520,Arreador em Matadouro,27925
655,623110,Arrebanhador,22677
656,768325,Arreeiro de Couro - na Fabricação,26077
657,768325,Arreeiro na Fabricação,26079
658,763305,Arrematadeira,9746
659,354205,Arrematador,19387
660,812105,Arrematador de Fogos,26977
661,621005,Arrendatário - na Agropecuária,22105
662,613005,Arrendatário (pecuária),21809
663,611005,Arrendatário na Agropecuária,21551
664,612005,Arrendatário Polivalente,21583
665,761230,Arriador de Filatório,25467
667,784120,Arrolhador,26733
668,141405,Arrombador - no Comércio de Gado - Empregador,14573
669,141405,Arrombador (comércio de Gado),14575
670,612105,Arrozeiro,21605
671,622105,Arrozeiro - na Cultura - Conta Própria,22299
672,141410,Arrozeiro (comércio),14623
673,622610,Arruador de Café,22541
674,513315,Arrumadeira de Hotel,20805
675,513315,Arrumador de Hotel,20807
676,521125,Arrumador de Prateleiras - em Supermercados,21475
677,512110,Arrumador no Serviço Doméstico,20775
678,515305,Arte Educador,21055
679,766120,Arte-finalista,25779
680,318405,Arte-finalista (desenhista Técnico de Artes Gráficas),18655
681,262405,Artesão (artista Visual),17531
682,791105,Artesão Bordador,10114
684,791115,Artesão com Material Reciclável,10118
685,791120,Artesão Confeccionador de Biojóias e Ecojóias,10120
687,791130,Artesão Escultor,10124
688,752105,Artesão Modelador (Vidros),9520
689,791135,Artesão Moveleiro (Exceto Reciclado),10126
690,791160,Artesão Rendeiro,10136
691,791140,Artesão Tecelão,10128
692,791145,Artesão Trançador,10130
693,791155,Artesão Tricoteiro,10134
694,226310,Arteterapeuta,16433
695,914305,Artífice de Manutenção,28443
696,773110,Artífice de Serra,26187
697,776420,Artífice de Vime,26331
698,768305,Artífice do Couro,9872
699,262405,Artista (Artes Visuais),7220
700,262505,Artista de Cinema,17611
701,376215,Artista de Circo (Outros),7956
702,262505,Artista de Rádio,17613
703,262505,Artista de Teatro,17615
704,262505,Artista de Televisão,17617
705,262505,Artista Dramático,17619
706,262405,Artista Plástico,17533
708,715205,Asfaltador,23739
709,992225,Asfaltador na Conservação de Vias Permanentes (exceto Trilhos),28755
710,764305,Asperador de Couro no Acabamento de Calçados,25699
711,764120,Asperador de Solas e Palmilhas,25669
712,716510,Assentador Cerâmico,23901
713,724105,Assentador de Canalização (Edificações),9294
714,724105,Assentador de Manilhas,24555
715,716305,Assentador de Vidros,23863
716,252310,Assessor Bilíngüe,17075
717,252305,Assessor de Diretoria,17049
718,261110,Assessor de Imprensa,7108
719,411050,Assessor de Microcrédito,20237
720,411050,Assessor de Microfinanças,20239
722,354605,Assessor Imobiliário,19409
723,241040,Assessor Jurídico,16817
724,252315,Assessor Trilíngüe,17089
725,623015,Assinalador - na Pecuária,22617
726,411010,Assistente Administrativo,8074
728,252310,Assistente Bilíngüe,17077
729,354125,Assistente Comercial,124323
730,351715,Assistente Comercial de Seguros,7762
731,351720,Assistente de Analista de Produtos,19287
732,377215,Assistente de Apontador (basquete),19953
733,371105,Assistente de Biblioteca,19425
734,711120,Assistente de Cabo de Fogo,23447
735,421310,Assistente de Cobrança,20505
736,411010,Assistente de Compras,20217
737,252210,Assistente de Contabilidade Industrial,17011
738,252210,Assistente de Contador de Custos,17013
739,252210,Assistente de Contadoria Fiscal,17015
741,252210,Assistente de Controladoria,17017
742,262805,Assistente de Coreografia,7244
743,841408,Assistente de Cozinhador,27555
745,141510,Assistente de Direção de Restaurante,14909
746,262215,Assistente de Direção de Teatro,17515
747,252305,Assistente de Diretoria,17053
748,261125,Assistente de Editorial,17197
749,312105,Assistente de Engenharia (construção Civil),18251
751,342405,Assistente de Estação (metrô e Ferrovia),19169
752,374210,Assistente de Estúdio (cinema e Vídeo),19627
753,374105,Assistente de Estúdio (gravação de Áudio),19581
754,513115,Assistente de Governanta,20781
755,818105,Assistente de Laboratório Industrial,10260
756,342125,Assistente de Logística de Transporte,19113
758,351715,Assistente de Negócios de Seguros,19283
759,373205,Assistente de Operações de Equipamentos de Produção Para Televisão e Produtoras de Vídeo,19509
760,515115,Assistente de Parto,21015
761,252305,Assistente de Presidência,17055
762,517425,Assistente de Prevenção de Perdas,21325
763,351720,Assistente de Produtos (técnico de Seguros),19289
764,711410,Assistente de Salinas,23565
766,413110,Assistente de Serviço de Contabilidade,20277
767,342305,Assistente de Tráfego Rodoviário,19119
768,354125,Assistente de Vendas,7822
769,241005,Assistente Jurídico,16759
770,373205,Assistente Ou Auxiliar de Iluminação na Produção Para Televisão e Produtoras de Vídeo,19511
771,114210,Assistente Sindical de Entidades Patronais,14174
772,251605,Assistente Social,7016
773,411010,Assistente Técnico - no Serviço Público,20221
774,312205,Assistente Técnico de Engenharia (obras de Infra-estrutura de Estrada),18279
775,312210,Assistente Técnico de Engenharia de Obras de Saneamento,18295
776,314715,Assistente Técnico de Fundição em Siderurgia,18521
777,351720,Assistente Técnico de Seguros,7764
778,321205,Assistente Técnico em Madeira,18747
779,321210,Assistente Técnico Florestal,18753
780,820205,Assistente Técnico na Fabricação de Produtos de Cerâmica,27029
782,716505,Assoalhador,9118
783,141405,Atacadista,14577
784,377110,Atacante - no Futebol,19867
785,521140,Atendente Balconista,21485
786,513440,Atendente Barista,20883
787,422315,Atendente Central Telemarketing,20603
788,421105,Atendente Comercial (Agencia Postal),8160
790,342535,Atendente de Aeroporto,19193
791,413205,Atendente de Agencia,8108
792,521140,Atendente de Balcão,21487
793,513435,Atendente de Balcão de Café,20871
794,513420,Atendente de Bar,20847
795,515110,Atendente de Berçário,20993
796,513405,Atendente de Buffet,20821
797,513440,Atendente de Cafeteria,20885
798,515110,Atendente de Centro Cirúrgico,20995
799,322415,Atendente de Clínica Dentária,18873
800,422110,Atendente de Clínica Médica,20553
801,422105,Atendente de Clínica Veterinária,20527
802,422110,Atendente de Consultório Médico,20555
803,422105,Atendente de Consultório Veterinário,20529
804,331110,Atendente de Creche,19025
805,515110,Atendente de Enfermagem,8348
806,515110,Atendente de Enfermagem no Serviço Doméstico,20997
807,521130,Atendente de Farmácia - Balconista,8532
808,322415,Atendente de Gabinete Dentário,18875
809,515110,Atendente de Hospital,20999
810,422315,Atendente de Informações (telemarketing),20605
811,411015,Atendente de Judiciário,8076
812,513435,Atendente de Lanchonete,8302
813,516340,Atendente de Lavanderia,8418
814,521140,Atendente de Lojas,21489
815,521140,Atendente de Lojas e Mercados,8536
816,513405,Atendente de Mesa,20823
817,421125,Atendente de Pedágio,20463
819,517405,Atendente de Portaria de Hotel,21311
820,521135,Atendente de Posto de Gasolina,21481
821,515325,Atendente de Reintegração Social,21079
822,422115,Atendente de Seguro Saúde,20561
823,515110,Atendente de Serviço de Saúde,21001
824,515110,Atendente de Serviço Médico,21003
825,322415,Atendente de Serviço Odontológico,18877
826,422315,Atendente de Telemarketing,20607
827,521140,Atendente do Setor de Frios e Laticínios,21493
829,521140,Atendente do Setor de Rotisserie (pratos Prontos),21497
830,521140,Atendente do Setor de Vinhos,21499
831,421105,Atendente em Agência de Correios,20435
832,516505,Atendente Funerário,21175
833,515110,Atendente Hospitalar,21005
834,322415,Atendente Odontológico,18879
835,515110,Atendente-enfermeiro,21007
836,376215,Atirador de Facas,19719
838,377105,Atleta da Natação,19825
840,377105,Atleta de Canoagem,19829
841,377105,Atleta de Ciclismo,19831
844,377105,Atleta de Futevôlei,19835
845,377110,Atleta de Futsal,19871
846,377105,Atleta de Handebol,19837
847,377120,Atleta de Judô,19887
848,377120,Atleta de Karatê,19889
849,377105,Atleta de Nado Sincronizado,19839
850,377105,Atleta de Paraquedismo,19841
851,377105,Atleta de Patinação,19843
852,377105,Atleta de Peteca,19845
853,377105,Atleta de Pólo Aquático,19847
854,377105,Atleta de Remo,19849
855,377105,Atleta de Squash,19851
856,377105,Atleta de Surf e Windsurf,19853
857,377120,Atleta de Taichichuan,19891
858,377125,Atleta de Tênis Profissional,19911
859,377140,Atleta de Triatlo,19925
860,377105,Atleta de Vela,19855
861,377105,Atleta de Voleibol,19857
862,377105,Atleta do Basquete,19859
863,377105,Atleta do Beisebol,19861
864,377130,Atleta do Hipismo,19921
865,377105,Atleta do Hóquei,19863
866,377105,Atleta Profissional (Outras Modalidades),7990
867,377115,Atleta Profissional de Golfe,7994
868,377120,Atleta Profissional de Luta,7996
869,377125,Atleta Profissional de Tênis,7998
870,262505,Ator,7230
871,262505,Ator Bonequeiro,17621
872,262505,Ator de Cinema,17623
875,262505,Ator de Televisão,17629
876,262505,Ator Dramático,17631
877,262505,Ator Dublador,17633
878,211105,Atuário,5964
879,261430,Audiodescritor,7142
880,223820,Audiologista (fonoaudiólogo),16129
881,252205,Auditor (Contadores e Afins),7022
882,252205,Auditor Contábil,16983
883,254505,Auditor de Atividades Urbanas,17159
885,252205,Auditor Externo (contadores e Afins),16987
886,252205,Auditor Financeiro,16989
887,252205,Auditor Fiscal (em Contabilidade),16991
888,254505,Auditor Fiscal de Atividades Urbanas,17161
889,252205,Auditor Independente (contadores e Afins),16993
891,751125,Aurifice,25085
892,261515,Autor de Ficção,17351
893,261505,Autor-Roteirista,7144
894,261505,Autor-roteirista de Cinema,17323
896,261505,Autor-roteirista de Teatro,17327
897,261505,Autor-roteirista de Televisão,17329
898,261505,Autor-roteirista Multimídia,17331
899,411005,Auxiliar Administrativo,20205
900,252310,Auxiliar Administrativo Bilíngüe,17079
901,252305,Auxiliar Administrativo de Diretoria,17057
903,252315,Auxiliar Administrativo Trilíngüe,17093
904,413110,Auxiliar Contábil,20279
905,721315,Auxiliar de Afiador de Ferramentas,24245
906,622020,Auxiliar de Agricultura,22189
907,414105,Auxiliar de Almoxarifado,20295
908,421210,Auxiliar de Apostas,20481
909,414110,Auxiliar de Armazenamento,20307
911,515205,Auxiliar de Banco de Sangue,8360
912,513420,Auxiliar de Barman,20849
913,371105,Auxiliar de Biblioteca,7860
914,371105,Auxiliar de Bibliotecário,19427
915,731165,Auxiliar de Bobinagem,24919
916,516110,Auxiliar de Cabeleireiro,21083
917,711120,Auxiliar de Cabo de Fogo,23449
918,411025,Auxiliar de Cartório,8080
919,513505,Auxiliar de Churrasqueiro,20899
920,848525,Auxiliar de Classificador de Carne,27947
921,421310,Auxiliar de Cobrança,20507
922,716305,Auxiliar de Colocador de Vidros,23865
923,411005,Auxiliar de Compras,20207
925,848310,Auxiliar de Confeitaria,27807
926,513505,Auxiliar de Confeiteiro,20901
927,514325,Auxiliar de Conservação de Barragens,20969
928,514325,Auxiliar de Conservação de Obras Civis,20971
929,413110,Auxiliar de Contabilidade,8104
930,413110,Auxiliar de Contas a Pagar,20281
931,413110,Auxiliar de Contas a Receber,20283
933,716305,Auxiliar de Cortador de Vidros,23867
934,763105,Auxiliar de Corte (Preparação da Confecção de Roupas),9730
935,763210,Auxiliar de Costura,25611
937,513505,Auxiliar de Cozinha,20903
938,331110,Auxiliar de Creche,19027
939,410225,Auxiliar de Crédito,20183
940,762205,Auxiliar de Curtimento,25565
941,413110,Auxiliar de Custos,20285
942,632110,Auxiliar de Dendrometria,22925
943,632110,Auxiliar de Dendrometrista,22927
944,322415,Auxiliar de Dentista,18881
945,414110,Auxiliar de Depósito,20309
946,331110,Auxiliar de Desenvolvimento Infantil,7630
947,848515,Auxiliar de Desossador,27905
948,821235,Auxiliar de Dessulfuração e Estação de Mistura,27093
949,223705,Auxiliar de Dietista,16121
950,724510,Auxiliar de Dobrador (metais),24739
951,848310,Auxiliar de Doceiro,27809
952,313215,Auxiliar de Eletrônica,18365
953,313105,Auxiliar de Eletrotécnico,18317
954,724110,Auxiliar de Encanador,24557
957,322230,Auxiliar de Enfermagem de Centro Cirúrgico,18827
958,322230,Auxiliar de Enfermagem de Clínica Médica,18829
959,322230,Auxiliar de Enfermagem de Hospital,18831
960,322230,Auxiliar de Enfermagem de Saúde Pública,18833
961,322235,Auxiliar de Enfermagem do Trabalho,7560
962,322230,Auxiliar de Enfermagem em Hemodiálise,18835
963,322230,Auxiliar de Enfermagem em Home Care,18837
964,322230,Auxiliar de Enfermagem em Nefrologia,18839
965,322230,Auxiliar de Enfermagem em Saúde Mental,18841
966,322235,Auxiliar de Enfermagem em Saúde Ocupacional,18855
967,322235,Auxiliar de Enfermagem Ocupacional,18857
968,515135,Auxiliar de Enfermagem Socorrista,21031
969,318510,Auxiliar de Engenheiro da Construção Civil,18687
970,411005,Auxiliar de Escritório em Geral,8072
971,413110,Auxiliar de Escrituração Fiscal,20287
972,411035,Auxiliar de Estatística,8084
973,374105,Auxiliar de Estúdio,19583
974,373205,Auxiliar de Estúdio em Operação de Equipamentos de Produção Para Televisão e Produtoras de Vídeo,19513
975,414105,Auxiliar de Expedição,102230
976,342105,Auxiliar de Exportação e Importação,19091
977,373205,Auxiliar de Externa em Operações de Equipamentos de Produção Para Televisão e Produtoras de Vídeo,19515
978,823320,Auxiliar de Fabricação Nas Indústrias de Artefatos de Cimento,27307
979,515210,Auxiliar de Farmácia de Manipulação,8362
980,413115,Auxiliar de Faturamento,8106
982,841715,Auxiliar de Fermentação,27631
983,723215,Auxiliar de Galvanização,24461
984,513415,Auxiliar de Garçom,20841
985,322230,Auxiliar de Ginecologia,18843
986,322230,Auxiliar de Hipodermia,18845
987,623315,Auxiliar de Incubação,22759
988,374110,Auxiliar de Instalação (equipamentos de Rádio),19591
990,992225,Auxiliar de Jardinagem na Conservação de Vias Permanentes,28757
992,515215,Auxiliar de Laboratório de Analises Clinicas,8364
994,515220,Auxiliar de Laboratório de Imunobiologicos,8366
995,766405,Auxiliar de Laboratório Fotográfico,25973
996,301105,Auxiliar de Laboratorista (indústria),18087
997,301110,Auxiliar de Laboratorista de Solo,18103
998,301110,Auxiliar de Laboratorista de Solos e de Concreto,18105
999,516310,Auxiliar de Lavador de Roupas,21131
1000,516315,Auxiliar de Lavador de Tapetes,21145
1001,516345,Auxiliar de Lavanderia,8420
1003,784205,Auxiliar de Linha de Produção,26757
1004,414110,Auxiliar de Logística,104874
1005,919110,Auxiliar de Lubrificador de Veículos,28575
1006,262615,Auxiliar de Maestro,17663
1007,848520,Auxiliar de Magarefe,27927
1008,513405,Auxiliar de Mâitre,20825
1009,514325,Auxiliar de Manutenção de Edifícios,20973
1011,514310,Auxiliar de Manutenção Elétrica e Hidráulica,20957
1012,514310,Auxiliar de Manutenção Predial,8336
1013,782625,Auxiliar de Maquinista de Trem,10062
1014,771105,Auxiliar de Marceneiro,26139
1016,911120,Auxiliar de Mecânico Diesel (exceto de Veículos Automotores),28265
1017,513415,Auxiliar de Mesa em Restaurantes,20843
1018,766125,Auxiliar de Montador de Fotolito,25793
1019,731160,Auxiliar de Montagem de Transformadores,24915
1020,261310,Auxiliar de Museus,17269
1021,223705,Auxiliar de Nutrição e Dietética,16123
1022,322230,Auxiliar de Obstetrícia,18847
1023,322230,Auxiliar de Oftalmologia,18849
1025,763310,Auxiliar de Operador de Máquina de Bordar,25627
1026,632120,Auxiliar de Operador de Motosserra,22943
1027,773125,Auxiliar de Operador de Serra Circular Múltipla,26223
1028,239410,Auxiliar de Orientação Educacional,16721
1029,239415,Auxiliar de Orientação Pedagógica,16737
1030,239415,Auxiliar de Orientação Pedagógica em Educação Fundamental de Primeira a Quarta Séries,16739
1031,513505,Auxiliar de Padeiro,20905
1032,322230,Auxiliar de Parteira,18851
1033,717020,Auxiliar de Pedreiro,23987
1034,411030,Auxiliar de Pessoal,8082
1036,513505,Auxiliar de Pizzaiolo,20907
1037,722325,Auxiliar de Preparação de Areia,24399
1038,842120,Auxiliar de Processamento de Fumo,10532
1039,763125,Auxiliar de Produção - na Confecção de Roupas,25607
1040,842120,Auxiliar de Produção de Fumo,27725
1041,841448,Auxiliar de Produção de Gorduras Vegetais Comestíveis,27583
1042,515225,Auxiliar de Produção Farmacêutica,8368
1043,322420,Auxiliar de Prótese Dentaria,7578
1044,766420,Auxiliar de Radiologia (Revelação Fotográfica),9854
1045,422110,Auxiliar de Recepção,20557
1046,848115,Auxiliar de Salsicheiro,27765
1047,515120,Auxiliar de Sanitarista,21021
1048,322240,Auxiliar de Saúde (Navegação Marítima),7562
1049,322240,Auxiliar de Saúde Marítimo,18859
1050,517330,Auxiliar de Segurança,21263
1051,411040,Auxiliar de Seguros,8086
1052,766205,Auxiliar de Serigrafia,25883
1053,513425,Auxiliar de Serviço de Copa,20855
1054,517330,Auxiliar de Serviço de Segurança,21265
1055,371105,Auxiliar de Serviços Bibliotecários,19429
1056,411045,Auxiliar de Serviços de Importação e Exportação,8088
1057,763125,Auxiliar de Serviços Gerais - na Confecção de Roupas,25609
1058,351430,Auxiliar de Serviços Jurídicos,7748
1059,783205,Auxiliar de Serviços no Aeroporto,26617
1060,239430,Auxiliar de Supervisor Escolar,16745
1061,513505,Auxiliar de Sushiman,20909
1062,391215,Auxiliar de Técnico de Controle de Qualidade,20107
1063,313215,Auxiliar de Técnico de Eletrônica,18367
1064,312320,Auxiliar de Topógrafo,18315
1065,721215,Auxiliar de Torneiro Mecânico,24159
1066,517220,Auxiliar de Tráfego,21231
1067,411045,Auxiliar de Tráfego de Exportação e Importação,20229
1068,623110,Auxiliar de Vaqueiro,22679
1069,519305,Auxiliar de Veterinário,8490
1070,716305,Auxiliar de Vidraceiro,23869
1071,716315,Auxiliar de Vitralista,23881
1073,322415,Auxiliar em Saúde Bucal,7576
1074,322430,Auxiliar em Saúde Bucal da Estratégia de Saúde da Família,7582
1075,413110,Auxiliar Financeiro,20289
1076,992225,Auxiliar Geral de Conservação de Vias Permanentes (Exceto Trilhos),10822
1077,351430,Auxiliar Jurídico,19235
1078,911205,Auxiliar Mecânico de Ar Condicionado,28283
1080,513505,Auxiliar nos Serviços de Alimentação,8306
1081,311515,Auxiliar Técnico de Centro de Operação do Sistema de Energia,18201
1082,312205,Auxiliar Técnico de Conservação de Estradas,18281
1083,311515,Auxiliar Técnico de Distribuição de Energia,18203
1084,334110,Auxiliar Técnico de Educação,19067
1085,312105,Auxiliar Técnico de Engenharia (construção Civil),18253
1086,314715,Auxiliar Técnico de Fundição em Siderurgia,18523
1087,311515,Auxiliar Técnico de Geração de Energia,18205
1088,312315,Auxiliar Técnico de Hidrografia,18311
1090,325105,Auxiliar Técnico de Manipulação em Laboratório de Farmácia,18987
1092,374110,Auxiliar Técnico de Montagem,19593
1093,312210,Auxiliar Técnico de Obras Saneamento,18297
1094,314115,Auxiliar Técnico de Refrigeração,18439
1096,313215,Auxiliar Técnico Eletrônico,18369
1097,325105,Auxiliar Técnico em Laboratório de Farmácia,7610
1098,312205,Auxiliar Técnico em Obras de Infra-estrutura de Estradas,18283
1099,515215,Auxiliar Técnico em Patologia Cínica,21053
1100,321210,Auxiliar Técnico Florestal,18755
1101,314120,Auxiliar Técnico na Mecânica de Máquinas,18447
1102,915405,Auxiliar Técnico na Reparação de Equipamentos Fotográficos,28555
1103,224135,Auxiliar Técnico- no Futebol,16151
1104,224135,Auxiliar Técnico- Nos Esportes,16153
1105,761430,Auxiliar-ajudante de Operador de Máquinas de Lavar Fibras,25537
1106,841210,Auxiliares de Produção de Refinação de Sal,27509
1107,354415,Avaliador de Automóveis,19397
1108,354415,Avaliador de Bens,19399
1109,354415,Avaliador de Bens Moveis,7844
1110,354410,Avaliador de Imóveis,7842
1111,354415,Avaliador de Jóias,19401
1112,354410,Avaliador de Prédios,19393
1113,352410,Avaliador de Produtos do Meio de Comunicação,7798
1114,354410,Avaliador de Propriedade,19395
1115,224105,Avaliador Físico,6510
1116,354415,Avaliador Judicial,19403
1117,351410,Avaliador Judicial (escrivão),19213
1118,141410,Aviador (comércio Varejista),14625
1119,215305,Aviador Civil,15729
1120,613305,Avícola - Empregador,22011
1121,613305,Avicultor,8654
1122,613305,Avicultor - Empregador,22013
1123,623310,Avicultor - Exclusive Conta Própria na Avicultura de Postura,22755
1124,613305,Avicultor Avozeiro,22015
1125,613305,Avicultor Comercial,22017
1126,623305,Avicultor de Corte - Exclusive Conta Própria e Empregador,22753
1127,623310,Avicultor de Postura - Exclusive Conta Própria e Empregador,22757
1128,613305,Avicultor Matrizeiro,22019
1129,716510,Azulejador,23903
1130,716510,Azulejista,23905
1131,516205,Baba,8396
1132,516205,Baby-sitter,21111
1133,141410,Bacalhoeiro,14627
1135,622215,Bagaceiro de Rami,22379
1136,622210,Bagaceiro de Sisal,22351
1137,632325,Baganeiro - na Extração da Carnaúba,23067
1138,783220,Bagrinho (movimentador de Mercadorias de Porto),26637
1139,262810,Bailarino (Exceto Danças Populares),7246
1140,262815,Bailarino Coreógrafo,17709
1141,262810,Bailarino Criador,17703
1142,376105,Bailarino de Danças Folclóricas,19683
1143,262810,Bailarino Intérprete,17705
1147,768325,Bainheiro - em Selaria,26081
1148,141410,Baiuqueiro,14629
1149,776405,Balaieiro,26315
1150,992110,Balanceador,10808
1151,414115,Balanceiro,8124
1152,715415,Balanceiro de Concreto,23783
1153,632205,Balateiro,22989
1154,632205,Balateiro na Extração de Látex,22991
1155,521140,Balconista,21501
1156,848510,Balconista de Açougue,27893
1157,513420,Balconista de Bar,20851
1158,410225,Balconista de Crediário,20185
1160,524305,Baleiro (ambulante),21531
1161,141410,Baleiro (exclusive no Comércio Ambulante),14631
1162,841810,Baleiro (fabricação),27689
1163,632115,Balizador em Inventário Florestal,22933
1164,811705,Bamburista,10216
1165,612505,Bananicultor,21719
1166,141205,Banguezeiro - Empregador,14480
1167,141205,Banguezista - Empregador,14482
1168,519315,Banhista de Animais Domésticos,8494
1169,761354,Barbanteiro,25517
1170,516105,Barbeiro,8380
1171,622605,Barcaceiro - na Cultura de Cacau,22521
1172,513440,Barista,8304
1174,141410,Barraconista,14633
1175,711405,Barranqueiro - no Garimpo,23537
1177,828110,Barrerista,27333
1178,612310,Bataticultor,21685
1179,751105,Bate-Folha a Maquina,9508
1180,711405,Bateador,23539
1181,828110,Batedor - em Olaria,27335
1182,632325,Batedor de Palha de Carnaúba,23069
1183,623110,Batedor de Pasto,22681
1184,622215,Batedor de Rami,22381
1185,622210,Batedor de Sisal - na Cultura,22353
1186,828110,Batedor de Tijolos - na Fabricação,27337
1187,711405,Bateeiro,23541
1188,141410,Bauleiro,14635
1189,141410,Bazareiro,14637
1190,334110,Bedel,19069
1191,141410,Beiradeiro,14639
1193,752230,Beneficiador de Cristal,25155
1194,841210,Beneficiador de Sal,27511
1195,201105,Bi engenheiro,5880
1196,261205,Bibliógrafo,17229
1197,141410,Bibliopola,14643
1198,261205,Bibliotecário,7122
1200,511220,Bilheteiro (estações de Metrô,20757
1201,511220,Bilheteiro (Estacoes de Metro Ferroviárias e Assemelhadas),8252
1202,421120,Bilheteiro de Agência,20457
1205,421115,Bilheteiro de Parques de Diversão,20443
1206,421115,Bilheteiro de Teatro,20445
1207,421110,Bilheteiro de Transportes Coletivos,8162
1208,421115,Bilheteiro no Serviço de Diversões,8164
1209,201105,Bioengenheiro,15191
1210,211210,Bioestatístico,15297
1211,261520,Biógrafo,17385
1212,221105,Biologista,15747
1213,221105,Biólogo,6240
1214,221205,Biomédico,6242
1215,201110,Biotecnologista,15193
1217,752230,Biselador de Cristais,25157
1218,842115,Blender de Fumo,27721
1219,783230,Bloqueiro (Trabalhador Portuário),10100
1220,783230,Bloquista (trabalhador Portuário),26657
1221,731170,Bobinador - Eletricista,24923
1222,731165,Bobinador Eletricista,24921
1223,731165,Bobinador Eletricista À Mao,9430
1224,731170,Bobinador Eletricista À Maquina,9432
1225,141410,Bodegueiro,14645
1226,631405,Bodegueiro (gelador Industrial),22899
1227,631410,Bodegueiro (gelador Profissional),22903
1229,621005,Bóia-fria - na Agropecuária,22107
1230,782815,Boiadeiro,10082
1231,141405,Boiadeiro - no Comércio de Gado - Empregador,14579
1232,141405,Boiadeiro (comércio de Gado),14581
1233,141405,Boieiro,14583
1234,841810,Bolacheiro,27691
1235,768315,Boleiro (fabricação de Bolas de Couro),26063
1236,768305,Bolseiro (bolsas de Couro),26055
1237,811510,Bombeador (refinação de Petróleo),26905
1238,517110,Bombeiro Civil,8444
1239,517105,Bombeiro de Aeródromo,8442
1241,517110,Bombeiro de Empresas Particulares,21215
1242,517110,Bombeiro de Estabelecimentos Industriais,21217
1243,521135,Bombeiro de Posto de Gasolina,21483
1244,517110,Bombeiro de Segurança do Trabalho,21219
1246,724110,Bombeiro Hidráulico,24559
1247,515135,Bombeiro Resgatista,21033
1248,515135,Bombeiro Socorrista,21035
1249,715410,Bombista,23779
1250,848310,Bomboneiro,27811
1251,765015,Boneleiro,9776
1252,768205,Bordadeira,26035
1253,763310,Bordador,25629
1254,768205,Bordador a Mao,9868
1255,763310,Bordador À Maquina,9748
1257,632205,Borracheiro - na Extração de Látex,22993
1258,992115,Borracheiro Auxiliar,28747
1259,203025,Botânico,15239
1260,141410,Botequineiro,14647
1261,613110,Bovinocultor - Empregador,21865
1262,632205,Brabo,22995
1263,831110,Branqueador de Pasta de Celulose Para Fabricação de Papel,27411
1264,724305,Brasador,9320
1265,311725,Brazidor de Curtume,18237
1266,141410,Bricabraquista,14649
1267,141410,Bricabraquista - Empregador,14651
1268,712120,Britador - na Extração de Pedras,23605
1269,723215,Bronzeador de Metais,24463
1270,721210,Broqueador de Cilindros,24151
1271,716610,Broxador-caiador,23937
1272,782810,Bruaqueiro,26571
1273,721210,Brunidor de Cilindros,24153
1274,613120,Bubalinocultor - Corte,21915
1275,992225,Buerista na Conservação de Vias Permanentes,28759
1278,613110,Cabanheiro - Corte,21867
1279,613115,Cabanheiro - Leite,21903
1280,776405,Cabazeiro,26317
1281,622020,Cabeça-de-campo,22193
1283,516110,Cabeleireiro,8382
1285,516110,Cabeleireiro Escovista,21087
1286,516110,Cabeleireiro Feminino,21089
1287,516110,Cabeleireiro Masculino,21091
1288,516110,Cabeleireiro Penteador,21093
1289,516110,Cabeleireiro Unissex,21095
1290,723305,Cabineiro,24503
1291,514105,Cabineiro de Elevador,20919
1292,991310,Cabineiro de Veículos,28745
1293,732110,Cabista,24987
1294,722405,Cableador,9250
1295,724610,Cableador (cabos de Aço),24759
1296,711120,Cabo de Fogo,23451
1297,711130,Caboucador (minas),23467
1298,711130,Cabouqueiro - na Extração de Pedras,23469
1299,768325,Cabresteador,26083
1300,715205,Cabuqueiro,23741
1302,612610,Cacauicultor - Empregador,21769
1303,622605,Cacauicultor - Exclusive Conta Própria e Empregador,22523
1304,141410,Cacaulista,14653
1305,613010,Cachorreiro,21831
1306,783220,Cacimbeiro (estivador),26639
1307,318105,Cadista (desenhista Técnico de Arquitetura),18601
1308,612605,Cafeicultor,8602
1309,612605,Cafeicultor - Empregador,21765
1310,622610,Cafeicultor - Exclusive Conta Própria e Empregador,22543
1322,421125,Caixa no Comércio,20471
